UserId,ProductId,Rating
725,417,5
5670,24,5
6567,590,5
55,595,3
4730,434,5
281,672,5
1410,596,5
2879,468,5
5435,530,5
5805,682,5
1533,544,5
6231,751,5
7969,654,5
3820,410,5
7051,591,5
7857,39,5
2734,319,5
3233,580,4
7197,489,5
498,506,5
7375,697,5
70,663,5
7186,344,5
5377,88,5
1568,575,5
3092,148,5
6445,679,4
2879,360,5
6030,186,5
3907,371,4
667,359,5
3973,416,4
7955,649,2
1503,330,5
6510,609,5
1071,412,5
779,374,5
7481,360,5
1383,234,1
4271,13,5
1934,625,5
2060,60,5
3859,374,5
995,181,5
4748,342,5
1492,21,5
1145,647,5
4298,539,5
3252,174,4
3406,417,5
524,181,5
7624,767,5
1012,198,5
4972,456,5
1934,630,5
4050,507,5
4984,577,5
5049,176,5
3328,458,5
7784,469,5
2021,69,4
6370,312,5
126,61,5
6986,217,5
951,77,4
5161,202,5
758,466,5
841,664,5
4347,203,5
549,162,5
6781,503,5
1794,156,5
7101,171,5
4640,535,5
507,677,5
5985,562,4
5936,553,5
4752,581,5
2759,429,4
7971,166,5
1617,181,5
3952,276,5
1825,734,5
4667,477,5
7928,152,5
3149,313,5
7899,246,5
1277,422,5
3112,415,5
7694,547,5
5481,603,5
4872,385,4
3154,565,5
2573,415,5
5616,627,5
3943,78,5
6985,737,5
7244,202,5
7424,581,5
7232,425,5
1928,162,5
1110,361,5
1755,60,5
235,580,5
7766,109,5
7810,535,5
7641,167,5
7522,56,5
3325,62,4
2532,647,5
674,313,3
4552,64,5
171,18,2
1083,336,5
4258,611,4
5492,167,5
6053,224,5
13,316,5
6083,372,5
434,51,5
3185,663,4
3092,519,5
2961,319,5
371,258,5
1826,108,5
3608,446,5
4580,140,5
6366,23,5
920,781,5
5723,501,5
163,18,5
1959,740,5
6598,166,5
5284,201,5
2854,335,5
6580,239,5
1798,255,4
6633,632,5
4588,489,5
2493,461,5
290,293,4
3739,736,5
2083,423,5
7162,751,5
1119,246,5
5971,613,5
7312,279,5
3287,311,5
5669,60,5
1797,682,5
1530,613,4
2888,649,5
5535,198,5
5377,166,5
7633,730,5
4046,500,5
6068,107,5
3348,60,5
1913,462,5
1185,501,4
5755,149,4
1126,4,5
4810,560,5
4723,145,5
1921,224,5
1476,602,5
6348,207,5
1169,233,5
3835,412,5
3479,629,5
1026,566,5
5243,532,5
6272,115,5
1239,248,5
4329,231,5
5323,373,5
3698,311,5
4967,385,5
2462,561,5
3125,686,5
4781,13,5
121,6,4
1895,158,5
535,565,5
5583,65,5
3130,463,5
7890,643,4
4719,565,5
2361,291,5
5879,190,5
5645,737,5
1090,6,5
6144,155,5
4406,487,5
1060,498,5
3574,577,5
6070,81,5
7838,661,5
3515,66,5
1040,342,5
4979,265,4
4077,221,5
7627,737,5
7003,352,5
2157,672,5
6253,95,5
4209,62,5
782,167,5
5133,432,5
3736,629,5
797,320,5
6660,630,5
5436,519,5
2722,581,4
5276,188,4
5413,312,5
7548,771,2
5547,342,5
7013,152,5
6457,340,5
89,79,5
6203,672,5
1054,476,4
2029,424,5
5817,385,5
5095,500,5
7903,720,5
4096,422,5
2914,421,4
1688,348,1
6667,230,5
6609,165,5
7453,565,5
3109,498,3
5035,506,5
3993,563,5
3353,349,5
2729,607,4
28,808,5
4180,602,5
1572,101,5
4495,59,5
4179,462,4
2453,342,5
5047,414,5
5205,319,5
6140,609,5
6641,467,4
1058,684,5
4028,1,5
5801,679,2
5008,697,5
6086,775,5
6911,474,5
2609,507,5
1664,501,5
7175,474,5
5572,201,5
3809,385,5
4831,192,5
7150,96,5
4517,64,5
6250,188,5
6939,736,4
4919,89,5
2742,231,5
1184,347,5
5581,317,5
2018,753,5
6051,475,5
2677,317,5
5723,596,5
6865,217,5
7208,478,5
6762,319,5
3338,544,5
7045,62,5
2555,565,5
2512,707,2
6897,559,5
2568,604,5
5057,477,5
6213,143,5
1270,498,4
4095,639,5
6343,663,5
4197,468,5
3514,469,4
5729,370,5
3829,547,5
6512,312,5
6420,352,5
7846,160,5
350,773,5
195,671,5
5183,181,5
7839,534,5
692,22,5
1354,51,5
5205,413,5
4584,288,4
4851,498,5
2611,129,5
2684,547,5
3745,112,4
634,191,5
5476,306,5
5194,546,5
2576,461,2
4578,472,5
321,155,5
157,372,5
3130,486,5
6327,360,5
4703,447,5
798,584,5
3285,370,5
6925,698,5
6715,158,4
5502,769,5
1476,630,5
4255,611,4
2147,273,4
893,491,5
413,602,5
2980,429,5
4796,532,5
1661,663,5
1915,263,5
3409,448,5
3532,554,5
2781,489,4
7165,673,5
4418,87,5
7020,170,5
1209,421,5
3136,217,5
5816,423,5
5841,361,5
5018,737,5
2070,155,5
3138,495,4
7186,491,4
1203,87,3
7692,144,4
7004,415,5
1733,172,5
4253,262,5
6847,478,4
2846,1,4
962,530,5
5507,557,4
7867,1,4
7716,459,5
5439,738,5
6532,532,5
4271,304,3
7919,60,5
2162,567,4
1635,349,4
1173,601,5
4086,371,5
4865,662,5
4067,157,4
6787,7,5
1345,716,5
2450,485,5
4827,687,5
619,223,5
3585,602,5
5434,762,5
1923,210,5
246,424,5
7610,23,5
5639,373,5
2829,54,4
6881,188,5
4448,404,5
1432,472,4
5627,686,5
2713,632,5
3598,487,5
2914,316,5
7935,372,5
125,306,4
6035,675,2
5446,69,4
818,771,5
6295,144,5
1135,595,4
2106,765,5
2892,634,5
7424,422,5
1202,464,5
2957,149,5
3233,632,5
694,58,5
3604,461,5
3322,635,5
1564,317,5
242,578,5
4325,303,5
7533,476,5
3293,505,2
858,372,5
7008,554,5
605,710,5
3177,428,2
889,697,5
4424,487,5
6226,55,3
3065,734,5
970,500,5
694,475,5
4978,5,5
3403,447,5
7484,58,5
3916,58,5
6870,476,5
3079,428,5
2561,352,5
887,324,5
2242,421,5
2381,175,5
3301,221,5
2088,476,5
2358,358,5
6605,605,5
3034,335,5
4378,204,5
3624,639,5
2296,136,5
3078,419,5
5058,424,5
7718,21,5
1071,171,5
2318,622,5
3875,738,5
3698,143,5
79,609,5
4539,374,5
1125,193,1
1716,568,5
415,191,5
3244,475,5
4766,371,5
7761,429,5
6310,614,5
5230,404,5
3062,21,5
4807,466,5
5376,474,5
2882,163,5
3824,213,5
1498,64,5
7785,434,4
2061,486,5
3409,86,5
2749,1,5
5228,458,5
6944,544,4
4915,754,5
6756,563,5
2363,546,5
1580,688,5
2516,105,5
4587,464,5
2272,209,5
5660,135,5
53,7,5
7708,170,4
6705,563,5
7363,434,5
1420,530,5
7192,320,5
4372,172,5
3428,24,5
1974,683,4
1451,433,5
7378,468,5
419,202,5
3130,554,5
5172,612,5
2256,534,5
6099,140,4
6644,329,5
2167,136,5
4130,602,5
2614,683,5
2138,416,5
3219,155,5
5029,140,5
6710,256,5
3613,7,5
4836,57,5
1223,286,5
1186,422,5
4732,568,5
6773,14,5
809,639,3
7273,534,5
2140,237,5
1913,193,5
4709,135,5
1830,419,5
4833,562,2
7014,13,5
2760,765,5
246,69,4
4788,393,5
1621,352,5
7896,61,5
6926,455,5
4644,582,5
7557,432,5
7060,237,5
6482,417,4
4364,19,5
585,193,5
7668,433,5
1236,237,5
6937,640,4
1001,477,5
2097,538,5
3850,107,5
3954,362,5
5717,140,5
7441,158,5
7231,707,4
6613,164,5
4498,555,5
4694,554,5
7194,491,5
5398,290,5
2439,534,2
6731,346,4
6289,531,5
764,567,5
1900,256,5
3431,235,5
1925,82,5
3778,733,5
6549,596,5
2777,754,5
3959,627,5
4456,494,5
4039,683,5
2263,662,5
3852,559,1
2385,469,5
6603,670,4
6827,677,5
5818,58,5
5175,558,5
720,551,5
6070,423,5
3114,768,5
7040,621,3
7633,422,5
260,534,5
202,580,5
6646,156,5
4159,81,5
1327,566,5
2022,270,5
1061,106,4
871,663,5
5500,498,5
2960,530,1
4667,808,5
6249,491,5
375,58,5
4766,51,5
1231,629,5
5404,683,4
4565,640,2
7277,13,5
1316,166,5
6550,507,5
7116,669,5
7249,672,5
3837,375,5
1580,429,5
4360,86,5
177,62,5
2575,808,5
52,231,5
1024,359,5
132,781,5
4802,338,5
7631,662,5
442,577,5
3386,661,5
6782,607,5
7310,635,5
5964,62,4
2777,717,5
1334,619,5
7487,23,5
5108,661,5
495,472,5
3957,111,5
5010,247,5
4204,167,5
3221,502,5
3082,105,5
3335,698,5
4074,60,4
3170,52,5
3430,312,5
3256,415,5
3596,601,4
4599,519,5
4900,561,5
5882,317,5
7301,202,5
5710,678,5
149,52,5
3919,630,4
1311,434,5
4066,582,5
3459,366,5
5278,201,5
1072,605,5
1473,248,5
3268,673,5
6891,21,5
4544,459,5
4765,613,5
7010,421,5
3648,202,5
3736,544,5
6163,239,5
7805,517,5
1433,491,5
4614,58,4
7326,201,5
892,532,5
6202,476,5
7863,769,4
4246,94,5
2756,487,5
7312,727,5
4236,566,5
3933,560,5
5501,477,5
3419,235,5
7680,209,5
7687,662,5
4738,405,5
6740,266,5
4060,500,5
996,412,5
5724,737,5
110,140,5
4272,152,5
43,108,5
7267,348,5
1673,514,5
6038,67,5
5518,416,5
5670,153,5
6422,281,5
4880,201,3
577,133,5
3458,690,5
4389,594,5
1851,740,5
2598,604,5
2649,530,5
5462,428,5
5456,508,5
7589,614,4
4539,50,5
3863,231,5
1429,210,5
7919,625,5
5875,352,5
1444,213,4
5619,670,5
2812,519,5
173,289,5
2124,607,5
5165,56,4
5251,613,5
1773,671,5
314,209,5
2450,563,5
1287,202,5
90,358,5
1173,469,5
5795,810,5
883,312,5
2920,404,5
6051,256,1
2594,624,5
373,421,5
7282,170,5
3836,466,5
3039,532,5
2178,5,5
4224,343,5
3137,665,5
1738,808,5
5858,515,4
2648,189,4
4946,768,5
7663,349,3
6645,474,5
878,143,5
707,202,5
2392,87,4
3152,519,4
7294,625,4
4090,631,5
2151,52,5
1596,607,5
5401,361,5
6194,190,5
4848,683,5
462,519,1
2077,143,5
6918,385,3
2656,452,5
4272,640,5
3960,61,5
4401,205,5
3640,665,5
5800,371,5
7571,633,5
4920,486,5
5486,179,5
1627,273,5
3587,428,5
4723,111,5
7527,331,5
6494,769,5
3226,607,5
6009,137,5
7647,69,5
2841,421,5
6136,672,5
4283,727,5
2223,523,5
1028,222,5
6557,737,5
4697,110,5
6395,698,5
6471,7,5
3621,808,5
6472,305,5
3703,574,5
7454,286,5
6085,352,4
2170,224,5
6001,460,5
7084,609,5
7831,189,4
2825,738,5
2675,320,4
3265,503,4
305,213,5
442,640,5
72,488,5
4318,634,5
3567,532,5
5090,527,5
1298,689,5
2706,246,5
1200,60,5
5385,50,5
5991,312,5
4747,632,5
1524,267,4
5668,610,5
7028,1,5
3448,563,5
4672,490,5
2460,454,5
3016,490,5
2562,627,5
1401,500,5
7551,50,5
3276,594,5
1652,50,4
4773,767,5
22,110,5
2896,631,5
2737,523,5
6871,688,5
3787,564,5
2949,534,4
302,523,5
3092,412,5
6648,491,5
5208,473,5
4978,224,5
2557,4,5
6157,77,5
2461,505,5
2494,672,5
2892,603,5
3248,611,5
112,554,5
3731,417,5
4549,460,5
3426,201,5
3310,575,5
5574,422,5
7187,429,4
731,530,5
1420,209,5
950,191,5
149,324,5
4409,256,5
1686,370,5
3992,348,5
1286,232,5
6959,213,5
3124,462,5
1476,198,5
6974,191,5
944,582,5
3387,535,4
3853,576,5
5045,312,5
2860,577,5
3069,555,3
2109,532,5
3446,679,5
5539,210,4
4353,121,4
6559,312,5
2344,664,5
1550,582,5
3054,595,5
7801,208,5
1191,318,4
7808,544,5
7724,279,5
1611,181,4
5386,502,5
818,281,5
2317,661,5
4660,56,4
680,640,5
3247,582,5
4467,628,4
4879,768,5
7486,634,1
3681,468,5
6929,361,4
5486,684,5
6124,108,5
6924,132,5
3724,77,5
7261,178,5
7705,67,5
2425,630,5
5529,136,5
176,181,5
583,422,5
398,542,5
4396,694,5
2392,504,5
3957,172,5
3813,639,5
5797,476,5
3950,515,5
5452,686,5
7923,490,5
5733,311,4
2143,683,5
896,289,5
3539,137,4
2238,136,5
2175,554,5
7939,469,5
3460,340,5
6309,79,5
1750,500,5
7968,634,5
1701,132,5
5051,614,5
4300,7,5
6742,202,5
6740,564,5
4765,416,5
2547,190,5
7554,88,5
5251,96,5
7928,555,5
5837,90,5
2936,362,5
7840,361,5
1654,532,1
4871,208,5
5296,519,5
4266,686,5
1035,694,5
4265,737,5
4798,532,5
4763,359,5
5855,639,5
512,109,5
4626,764,5
4039,158,5
2866,662,5
1121,767,5
4653,310,5
4588,265,4
7467,671,5
4590,318,5
383,270,5
1482,601,5
4935,129,5
3467,563,5
7428,246,5
2225,491,5
6119,167,5
6009,423,5
1899,375,5
5480,415,5
6065,694,4
5640,359,5
5822,553,5
3935,475,5
5438,561,5
3807,621,5
7519,352,5
7618,190,5
4091,640,5
4788,418,5
5905,515,5
6535,568,5
589,361,5
5422,60,5
4531,604,5
2156,688,5
2297,734,5
5755,583,5
2334,810,5
2362,344,4
7203,171,4
4762,167,3
1145,273,5
1070,619,4
4195,559,5
1817,110,5
3429,624,5
987,686,5
6978,152,5
4326,7,5
4622,490,5
2471,723,5
2606,262,4
787,714,5
4837,273,5
4391,419,5
2706,233,2
1358,643,5
3232,221,5
2483,181,5
825,197,5
1775,717,5
609,5,5
4977,472,5
1231,632,5
6691,502,5
7321,263,5
5012,110,5
3133,578,5
3253,79,5
1747,237,5
3137,351,5
1748,433,5
6874,418,5
1759,306,5
4182,491,5
2585,193,5
3042,414,5
4225,565,5
7322,422,5
7573,425,5
1663,197,4
924,210,5
5414,769,5
859,664,5
2998,53,5
821,702,5
5801,224,5
1245,458,5
2094,621,5
7477,154,5
4952,135,4
5812,296,5
249,666,4
1504,532,5
3544,639,5
2717,5,1
1022,635,5
7728,373,5
2345,630,5
4843,701,5
3960,649,5
6376,184,5
3454,64,5
1808,360,5
7702,342,5
6500,360,5
1668,111,5
532,52,5
4889,428,5
463,578,3
4134,418,5
5580,358,5
6024,59,4
284,547,5
3765,198,5
5832,765,5
4649,473,5
6122,558,5
6534,303,5
7393,577,4
6365,576,5
1230,767,5
5368,567,5
2830,564,4
5996,688,5
7317,290,5
1690,486,4
5489,476,5
13,105,5
5870,202,5
3805,449,5
562,684,5
6654,468,5
199,603,5
7787,154,5
7414,370,5
7667,490,5
3829,544,5
2458,419,5
3666,105,5
849,433,5
5013,92,5
2430,580,5
6455,312,5
4102,190,5
4169,22,5
900,775,5
3213,1,5
350,458,5
2841,156,5
1844,319,5
7071,639,4
4671,472,5
2828,736,4
2710,601,5
1957,545,5
5826,614,5
164,90,5
2464,475,5
2114,597,5
385,412,5
4430,7,5
3955,577,5
7003,64,5
5919,246,5
2567,665,5
4361,144,5
3446,683,3
960,485,4
2663,418,5
3785,291,5
6681,476,5
7073,78,5
7090,382,4
2504,559,5
2383,207,5
7044,263,5
6538,433,5
5886,698,5
4999,163,4
3118,342,5
1185,650,3
6589,518,5
5082,206,5
3821,210,5
1001,502,5
3177,429,5
612,629,5
4532,640,5
5054,508,5
2588,370,5
7213,305,5
1299,180,5
7581,467,5
1708,683,5
4493,7,5
5921,550,5
1683,600,5
6399,170,5
2175,403,5
3528,429,5
4155,645,3
1826,111,5
1314,168,5
1894,621,5
6017,621,4
3881,578,5
1257,232,5
6830,372,5
4752,684,5
506,305,5
6189,419,5
2783,176,5
6094,650,5
4562,424,3
7246,56,5
2164,209,5
1823,577,5
4622,77,5
1035,55,5
1898,752,4
4100,203,5
3050,187,5
3400,468,4
7015,566,5
1771,534,5
6590,720,5
5906,535,5
4066,614,5
1278,13,4
4969,342,5
3500,581,5
6453,634,4
2810,182,5
4136,402,4
735,193,1
5909,597,5
5242,481,3
4326,256,3
4976,374,4
2244,419,5
4476,62,5
6134,755,5
6870,753,4
4306,519,5
7375,687,5
587,7,5
4170,187,5
6865,87,5
5973,580,5
2007,172,4
1799,129,5
6560,665,5
3025,737,5
2022,631,4
4889,602,5
3315,532,5
2124,144,4
6836,235,3
7676,507,4
2094,429,5
1544,217,5
7885,361,5
957,458,5
212,421,5
7312,597,5
4902,373,5
1390,417,5
7830,385,5
3226,62,5
3943,208,5
5299,519,5
2523,235,4
3346,534,5
3722,404,5
328,171,5
4637,523,5
956,468,5
6103,535,5
5048,715,5
3819,716,5
7112,594,5
7031,129,5
7778,544,5
738,166,5
7747,459,5
5536,609,5
7095,410,5
5679,747,5
5017,385,5
303,312,5
2689,632,5
355,137,5
515,631,4
2220,694,5
3347,170,5
1892,699,3
3985,645,5
6660,419,5
6593,631,5
1591,485,5
492,148,5
4003,625,5
7322,611,5
6682,24,5
7580,7,5
4914,415,5
2671,61,5
3146,609,5
2256,133,5
1764,187,5
2170,532,5
7975,476,5
1580,107,5
1501,163,5
527,342,5
6856,769,5
4702,175,5
7442,501,5
3369,527,4
2642,747,5
664,360,5
5440,416,4
6868,623,4
6668,265,3
1945,17,5
6232,50,5
7362,669,5
1646,666,5
4705,320,5
6997,182,5
4324,166,5
6808,523,5
5102,237,5
1566,171,5
4817,318,5
7104,256,5
4692,699,5
489,432,5
6604,489,5
449,246,5
2000,423,5
551,193,4
329,514,5
7237,6,5
6294,754,5
5017,561,5
6862,58,5
6358,600,5
7658,232,5
2016,279,5
6900,452,5
5474,765,5
6111,429,5
1171,208,5
74,464,5
1882,501,5
5902,771,5
3253,535,5
4707,501,5
5885,629,5
6125,578,4
297,509,5
1640,373,5
3997,534,5
4814,514,5
4584,160,5
6546,170,5
3255,14,5
4991,272,5
5500,420,5
4445,575,5
2131,19,5
832,69,3
2787,137,4
1989,313,5
4223,475,5
1442,683,5
1163,144,5
536,622,5
6730,558,2
7210,535,5
50,486,5
958,316,4
1520,737,5
1517,108,4
951,698,5
7125,567,5
3037,612,5
1123,602,5
2757,661,5
3992,81,5
4632,661,4
5932,374,5
3105,57,5
1795,472,5
3551,532,5
1846,602,5
6493,553,5
2668,647,5
4236,273,5
5708,385,5
4638,202,4
780,140,5
3985,184,5
5041,566,5
3461,519,5
4943,456,5
2117,371,5
3298,106,5
6210,358,5
842,487,5
1676,187,5
6713,263,5
1541,468,5
7958,614,5
6288,583,5
358,684,5
7809,105,5
7436,683,5
7471,495,5
3389,590,5
4360,158,5
5149,370,5
4783,205,5
989,190,5
2802,511,4
2438,66,4
3642,69,5
7092,469,3
2875,17,5
5637,217,5
2912,606,5
5642,527,5
1724,432,5
6628,530,5
1436,418,5
4621,567,5
2694,166,5
65,532,5
1079,352,5
1420,613,5
6962,324,5
4174,503,5
4005,614,5
5861,808,5
2548,313,5
789,740,5
3943,605,5
7962,459,5
124,504,5
3034,66,5
2574,86,5
5721,577,5
7622,168,5
2547,385,5
3111,151,5
4399,510,5
4881,51,5
6995,70,5
562,317,5
3228,574,5
127,358,5
7781,206,5
1285,168,5
3577,273,5
1677,534,5
680,664,5
6581,317,5
6936,303,5
2958,372,5
809,810,5
6326,57,3
5426,393,5
6951,610,5
3105,223,4
2853,301,5
7722,595,5
4619,506,5
7765,698,5
7303,201,4
5620,6,5
5264,51,5
7835,234,3
143,544,5
5975,771,4
7792,14,5
4089,223,5
4933,110,5
2320,476,5
3069,485,5
538,167,5
244,1,5
5111,56,5
3623,544,4
1597,167,5
3609,370,5
2021,504,5
4422,518,5
2083,639,5
7950,647,4
6956,566,5
1713,190,5
1710,583,5
633,510,5
3067,601,5
1980,715,5
5201,606,4
4937,289,5
5704,222,5
7370,202,5
5204,580,4
5118,318,5
7783,771,5
4138,810,5
1372,584,5
3668,581,5
6893,64,5
1996,535,4
4431,57,5
6231,640,5
6106,547,4
93,19,3
1080,771,5
2621,701,5
5587,461,5
6269,506,1
2657,86,5
4501,193,5
6295,160,5
7763,607,5
3528,21,5
1653,738,2
7131,154,5
5480,698,5
1453,312,5
3830,727,5
5725,672,2
2836,198,5
6479,535,5
6487,21,5
2053,121,5
4471,266,5
4257,416,5
5109,505,5
6117,666,5
97,622,5
5213,581,5
1742,4,5
5059,495,5
7231,110,5
6388,472,5
1203,213,5
7046,475,5
3954,170,3
372,22,5
2862,374,5
7416,547,5
1559,112,5
4206,317,5
2,421,5
1177,144,4
4201,624,5
6127,755,5
539,616,5
2427,478,4
3727,510,5
236,558,5
1656,584,4
940,342,5
4803,810,5
6626,56,5
4766,360,5
4395,224,5
6497,55,5
7017,281,5
7942,619,5
3846,476,5
4598,621,5
6103,597,5
6754,729,5
2258,361,5
4252,232,4
191,89,5
4834,609,5
3444,509,5
4102,166,5
2153,77,5
197,367,4
6759,452,5
4857,645,5
3218,707,5
7303,699,5
6617,164,5
1576,203,5
461,421,5
1878,429,3
2701,413,5
7091,385,5
2219,671,5
4402,291,4
7190,612,5
3899,338,4
5256,535,5
4230,291,5
3790,576,5
6418,210,5
3427,604,5
6302,305,5
2306,79,5
7236,691,5
2226,301,5
3968,370,3
2324,683,5
2010,208,5
4015,178,5
3854,608,4
6457,110,5
4068,666,5
4530,316,5
3092,640,5
7590,422,5
5797,422,5
3985,342,5
4156,577,5
3206,202,5
3821,420,4
4714,208,5
2291,547,4
2761,502,5
7469,601,5
987,580,5
7058,639,4
4586,612,4
7893,188,3
7487,159,3
1067,563,5
6888,180,5
3548,78,5
2613,772,5
1456,302,5
7244,466,4
7956,235,5
2271,359,5
224,113,5
5945,6,5
4099,5,3
3086,371,5
4639,335,5
6631,792,5
6030,792,5
6630,105,5
6099,58,5
915,156,5
1268,422,5
6653,13,5
7045,340,5
5442,486,5
5158,624,4
4772,459,5
5237,52,3
2521,78,5
3099,509,5
3835,613,5
7704,312,5
5013,165,4
3979,421,5
5189,371,5
3162,477,5
5714,24,5
5573,757,5
5614,64,5
3351,191,5
3156,99,5
223,614,5
4931,7,3
7210,303,5
926,87,5
2625,157,5
519,792,5
7926,423,2
3199,624,5
2172,98,5
2972,588,5
2516,187,5
7295,534,5
3643,418,5
6497,275,5
5304,731,5
2391,422,4
7293,684,5
5434,679,5
1313,213,5
5922,193,5
7363,110,5
6903,224,3
6345,464,5
1310,535,4
3449,425,5
2386,57,5
1634,4,5
2381,444,4
1552,96,5
6275,404,5
6653,639,5
1274,324,5
3352,320,5
3289,532,5
4823,698,5
2548,5,5
6332,544,5
5700,530,5
4883,201,5
1848,342,5
5231,192,5
3670,698,5
4956,547,2
7234,624,5
2245,810,5
575,589,5
5721,202,5
3986,631,5
333,152,5
3257,494,4
2667,428,5
2653,608,5
3475,688,4
549,340,5
4501,422,5
3917,140,5
7056,773,5
886,700,5
6470,535,5
7814,630,5
7919,296,5
4979,203,5
2288,366,4
6534,201,5
26,320,4
2502,358,4
5285,158,5
2086,531,5
3129,316,5
4234,69,5
5666,22,5
3163,578,5
5727,728,5
3678,129,5
4888,222,5
7307,77,5
2036,57,5
3255,221,5
5480,78,4
6808,64,5
6059,424,5
4296,79,5
7159,500,5
3703,18,3
1341,538,5
7063,95,5
3850,129,5
1064,232,5
5588,359,4
5528,342,5
3913,590,4
1992,643,5
5330,485,4
2338,217,5
7019,159,5
4187,413,5
6367,184,5
1007,281,5
4172,289,4
1740,602,5
2271,624,5
584,595,5
5735,255,5
1710,101,5
5679,413,5
6773,591,5
2486,439,5
6809,316,5
7097,566,5
6983,359,5
6183,789,4
3702,358,5
1141,342,5
6219,241,5
2979,372,5
7700,581,3
